SEX,How many times do you eat a day?,How many hours a day do you sleep?,How many times per week do you eat fastfood?,Average number of steps per day?,Cow's milk,Vegetable drinks (eg soy milk),Low-fat white yogurt,Fresh cheeses,Meat,Processed Meat (es prosciutto),Fish,Eggs,Legumes,Cooked vegetables,Raw vegetables,Fruits,Whole grains food,Nuts,Tofu,Do you eat differently at the weekend?,Do you play a sport (at least 5 hours/week)?,When are you hungry during the day?,What kind of snacks do you prefer?,Do you ever eat distracted or not at the table?,Do you eat fast?,Do you happen to eat uncontrollably even if you're not hungry?,Do you wake up to eat at night?,How do you sleep at night?,"You like salty or sweet? (where 10 - ""I love salt and hate sweet"" and 1 - ""I am the biggest fan of sweet"")",Do you eat alone or togheter?,Age,How many liters of water do you drink per day?,How many times do you consume alcoholic beverages in a week?,How stress affects on your eating habits?,How many sugary drinks do you consume per day?,Do you ever miss meals?
М,3,5-6,2,4000-7000,Нет,Да,Да,Нет,Иногда,Нет,Иногда,Нет,Нет,Да,Иногда,Иногда,Да,Нет,Нет,Нет,Да,После обеда,"Фрукты, овощи",Да,Нет,Никогда,Часто (больше 1 раза в неделю),Я с трудом засыпаю,7,В одиночестве во время ужина,21-30,2,1,Начинаю есть больше,3,"Да, завтрак"
М,5,2-4,2,7000-10000,Нет,Иногда,Нет,Иногда,Нет,Нет,Нет,Иногда,Нет,Нет,Иногда,Иногда,Иногда,Да,Да,"Да, я ем в ресторанах",Нет,После обеда,Орехи,Да,Да,Каждый день,Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",6,Часто с кем-то,31-50,2,2,Начинаю есть больше,2,"Да, из-за нехватки времени"
М,3,больше,1,0-4000,Иногда,Иногда,Нет,Да,Иногда,Иногда,Да,Иногда,Да,Да,Да,Иногда,Нет,Да,Да,"Да, я больше ем дома",Нет,После ужина,Бутерброды/сэндвичи,Нет,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",9,Часто с кем-то,21-30,5,2,Начинаю есть меньше,2,Нет
М,3,7-8,2,0-4000,Нет,Да,Нет,Нет,Иногда,Да,Нет,Нет,Иногда,Нет,Иногда,Да,Да,Нет,Да,Нет,Да,Перед ужином,У меня нет перекусов в течение дня,Да,Нет,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),Хорошо,10,В одиночестве во время обеда,15-20,3,1,У меня нет стресса,0,"Да, из-за нехватки времени"
М,4,2-4,1,15000+,Да,Иногда,Иногда,Да,Нет,Нет,Иногда,Нет,Нет,Нет,Да,Иногда,Да,Да,Нет,Я готовлю более изысканно,Нет,Перед ужином,Бутерброды/сэндвичи,Нет,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я просыпаюсь несколько раз за ночь,5,В одиночестве во время завтрака,21-30,5,0,Начинаю есть меньше,3,Нет
Ж,3,2-4,2,10000-15000,Нет,Иногда,Да,Да,Да,Да,Нет,Нет,Иногда,Да,Иногда,Иногда,Иногда,Нет,Нет,"Да, я больше ем дома",Да,Перед ужином,"Фрукты, овощи",Нет,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,6,В одиночестве во время ужина,15-20,5,1,Начинаю есть больше,0,"Да, из-за нехватки времени"
Ж,3,7-8,0,15000+,Иногда,Да,Иногда,Нет,Нет,Да,Да,Нет,Да,Нет,Да,Да,Нет,Иногда,Иногда,"Да, я больше ем дома",Нет,После обеда,"Батончики, хлебцы",Нет,Нет,Часто (больше 1 раза в неделю),Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",6,В одиночестве во время обеда,15-20,5,1,Никак не влияет,3,"Да, из-за нехватки времени"
М,4,9-10,2,10000-15000,Иногда,Нет,Да,Нет,Да,Да,Да,Иногда,Иногда,Да,Иногда,Иногда,Иногда,Иногда,Иногда,"Да, я больше ем дома",Да,До обеда,"Фрукты, овощи",Да,Да,Никогда,Никогда,Хорошо,3,В одиночестве во время ужина,15-20,5,1,У меня нет стресса,1,Нет
Ж,4,7-8,1,0-4000,Иногда,Иногда,Да,Нет,Нет,Иногда,Иногда,Да,Да,Да,Иногда,Иногда,Иногда,Да,Нет,"Да, я ем в ресторанах",Нет,После обеда,Орехи,Нет,Нет,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Хорошо,7,В одиночестве во время ужина,51-65,5,0,Никак не влияет,3,"Да, завтрак"
М,4,7-8,0,7000-10000,Иногда,Иногда,Да,Нет,Да,Нет,Иногда,Иногда,Да,Нет,Иногда,Иногда,Да,Иногда,Нет,Я готовлю более изысканно,Да,Утром,Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я просыпаюсь несколько раз за ночь,3,Часто в одиночестве,31-50,2,2,Начинаю есть меньше,0,"Да, ужин"
Ж,5,9-10,0,0-4000,Да,Иногда,Нет,Нет,Да,Да,Нет,Нет,Нет,Нет,Иногда,Иногда,Иногда,Да,Нет,Я готовлю более изысканно,Да,Утром,"Батончики, хлебцы",Нет,Нет,Никогда,Нечасто (около 1-го раза в месяц),Я просыпаюсь несколько раз за ночь,4,В одиночестве во время обеда,51-65,2,2,Начинаю есть больше,3,"Да, из-за нехватки времени"
Ж,4,больше,1,10000-15000,Иногда,Нет,Иногда,Да,Нет,Да,Да,Иногда,Да,Да,Да,Иногда,Иногда,Нет,Нет,"Да, я больше ем дома",Да,До обеда,У меня нет перекусов в течение дня,Да,Да,Никогда,Часто (больше 1 раза в неделю),Я просыпаюсь несколько раз за ночь,9,В одиночестве во время обеда,31-50,1,1,Никак не влияет,2,"Да, ужин"
М,4,больше,0,0-4000,Да,Иногда,Да,Нет,Иногда,Да,Да,Иногда,Иногда,Нет,Да,Да,Да,Да,Нет,Нет,Нет,Утром,Орехи,Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,1,Часто в одиночестве,31-50,1,1,Начинаю есть больше,1,"Да, обед"
М,2,9-10,1,0-4000,Да,Нет,Иногда,Нет,Да,Да,Да,Нет,Иногда,Нет,Да,Иногда,Иногда,Да,Иногда,Я готовлю более изысканно,Нет,Перед ужином,"Батончики, хлебцы",Нет,Нет,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Я просыпаюсь несколько раз за ночь,10,Часто с кем-то,51-65,2,3,У меня нет стресса,1,"Да, обед"
Ж,2,5-6,0,7000-10000,Да,Да,Нет,Да,Иногда,Да,Нет,Да,Нет,Нет,Иногда,Иногда,Иногда,Иногда,Нет,Я готовлю более изысканно,Нет,Утром,Орехи,Нет,Нет,Никогда,Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",4,В одиночестве во время ужина,51-65,2,2,У меня нет стресса,2,"Да, завтрак"
Ж,4,7-8,1,10000-15000,Да,Нет,Нет,Да,Да,Иногда,Иногда,Да,Да,Нет,Иногда,Иногда,Иногда,Нет,Иногда,"Да, я больше ем дома",Да,Утром,Бутерброды/сэндвичи,Нет,Да,Никогда,Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",1,В одиночестве во время обеда,51-65,1,1,Начинаю есть меньше,1,Нет
М,4,7-8,0,4000-7000,Иногда,Иногда,Нет,Нет,Да,Иногда,Нет,Да,Иногда,Да,Иногда,Да,Да,Да,Иногда,Я готовлю более изысканно,Нет,После ужина,Сладости,Да,Нет,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,5,Часто с кем-то,51-65,2,3,Начинаю есть меньше,3,"Да, обед"
Ж,5,больше,0,10000-15000,Иногда,Нет,Иногда,Нет,Нет,Иногда,Нет,Нет,Да,Нет,Иногда,Да,Да,Нет,Иногда,"Да, я больше ем дома",Да,После ужина,Сладости,Да,Да,Никогда,Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",2,В одиночестве во время завтрака,51-65,5,0,Начинаю есть меньше,3,"Да, обед"
Ж,3,5-6,1,10000-15000,Иногда,Да,Да,Да,Иногда,Иногда,Иногда,Да,Нет,Нет,Да,Да,Да,Иногда,Нет,Нет,Да,Днем,"Батончики, хлебцы",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",9,Часто в одиночестве,51-65,2,2,Начинаю есть меньше,0,"Да, ужин"
М,5,больше,1,7000-10000,Да,Да,Нет,Нет,Да,Иногда,Да,Да,Иногда,Нет,Да,Иногда,Да,Да,Иногда,"Да, я больше ем дома",Да,До обеда,Бутерброды/сэндвичи,Нет,Да,Часто (больше 1 раза в неделю),Никогда,Я с трудом засыпаю,2,Часто в одиночестве,51-65,3,1,Начинаю есть меньше,3,"Да, завтрак"
М,3,9-10,0,10000-15000,Иногда,Иногда,Да,Иногда,Иногда,Иногда,Да,Иногда,Иногда,Да,Иногда,Да,Иногда,Да,Иногда,"Да, я ем в ресторанах",Нет,До обеда,У меня нет перекусов в течение дня,Нет,Да,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),Я с трудом засыпаю,2,В одиночестве во время ужина,51-65,2,1,Начинаю есть больше,2,"Да, из-за нехватки времени"
М,3,7-8,0,4000-7000,Иногда,Да,Нет,Иногда,Иногда,Иногда,Иногда,Иногда,Нет,Нет,Да,Да,Нет,Да,Иногда,Я готовлю более изысканно,Нет,После ужина,"Батончики, хлебцы",Нет,Нет,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",5,В одиночестве во время ужина,31-50,4,2,Никак не влияет,1,"Да, обед"
М,2,9-10,0,7000-10000,Да,Да,Нет,Иногда,Иногда,Да,Нет,Да,Да,Нет,Да,Да,Иногда,Иногда,Иногда,Я готовлю более изысканно,Нет,Когда я просыпаюсь,Сладости,Нет,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",3,Часто с кем-то,51-65,5,0,Начинаю есть меньше,2,"Да, ужин"
М,3,9-10,0,4000-7000,Иногда,Нет,Да,Иногда,Иногда,Нет,Иногда,Да,Да,Нет,Иногда,Да,Нет,Нет,Иногда,Нет,Да,Когда я просыпаюсь,Сладости,Нет,Нет,Никогда,Часто (больше 1 раза в неделю),Я с трудом засыпаю,3,В одиночестве во время обеда,31-50,1,0,Начинаю есть больше,0,Нет
Ж,2,5-6,1,7000-10000,Иногда,Нет,Нет,Нет,Иногда,Нет,Нет,Да,Да,Нет,Иногда,Иногда,Нет,Да,Нет,"Да, я ем в ресторанах",Нет,После обеда,Сладости,Да,Да,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Я с трудом засыпаю,2,В одиночестве во время ужина,51-65,1,3,У меня нет стресса,2,"Да, обед"
М,5,больше,0,0-4000,Да,Иногда,Да,Да,Нет,Да,Да,Нет,Да,Да,Иногда,Да,Иногда,Да,Иногда,"Да, я ем в ресторанах",Нет,Когда я просыпаюсь,Бутерброды/сэндвичи,Нет,Да,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я с трудом засыпаю,1,В одиночестве во время завтрака,31-50,4,0,Никак не влияет,3,"Да, ужин"
Ж,2,7-8,1,7000-10000,Иногда,Да,Да,Да,Да,Да,Нет,Да,Нет,Нет,Иногда,Иногда,Нет,Да,Нет,"Да, я ем в ресторанах",Нет,Перед ужином,Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я с трудом засыпаю,8,В одиночестве во время ужина,51-65,3,0,Начинаю есть больше,1,"Да, обед"
М,5,больше,1,4000-7000,Да,Иногда,Нет,Да,Иногда,Да,Да,Нет,Да,Нет,Иногда,Да,Иногда,Иногда,Нет,Нет,Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Нет,Нет,Часто (больше 1 раза в неделю),Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",7,В одиночестве во время обеда,31-50,4,0,Начинаю есть больше,0,"Да, ужин"
М,4,7-8,1,4000-7000,Да,Да,Нет,Иногда,Иногда,Иногда,Да,Нет,Иногда,Да,Да,Иногда,Да,Нет,Нет,"Да, я ем в ресторанах",Нет,Днем,"Батончики, хлебцы",Да,Да,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),Я просыпаюсь несколько раз за ночь,3,В одиночестве во время обеда,31-50,2,0,Начинаю есть меньше,3,"Да, завтрак"
Ж,3,7-8,1,10000-15000,Иногда,Иногда,Нет,Да,Нет,Нет,Нет,Иногда,Да,Да,Иногда,Да,Нет,Иногда,Нет,Нет,Да,После обеда,Бутерброды/сэндвичи,Нет,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Хорошо,6,В одиночестве во время завтрака,51-65,2,1,Никак не влияет,0,"Да, завтрак"
Ж,5,больше,1,7000-10000,Иногда,Да,Иногда,Иногда,Иногда,Да,Иногда,Нет,Да,Нет,Иногда,Иногда,Нет,Да,Нет,"Да, я ем в ресторанах",Нет,После обеда,У меня нет перекусов в течение дня,Нет,Да,Часто (больше 1 раза в неделю),Никогда,Я просыпаюсь несколько раз за ночь,8,В одиночестве во время завтрака,31-50,3,1,Начинаю есть больше,0,"Да, завтрак"
М,4,7-8,0,7000-10000,Да,Да,Иногда,Нет,Нет,Да,Иногда,Иногда,Иногда,Да,Иногда,Да,Нет,Да,Нет,"Да, я ем в ресторанах",Да,После ужина,"Фрукты, овощи",Нет,Да,Часто (больше 1 раза в неделю),Никогда,Хорошо,3,Часто в одиночестве,31-50,1,1,Никак не влияет,2,"Да, обед"
М,3,7-8,0,7000-10000,Иногда,Нет,Нет,Иногда,Нет,Иногда,Да,Нет,Да,Нет,Да,Иногда,Нет,Иногда,Нет,Нет,Нет,После обеда,Сладости,Нет,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,7,Часто в одиночестве,51-65,1,0,У меня нет стресса,3,"Да, завтрак"
Ж,5,5-6,1,10000-15000,Да,Нет,Нет,Да,Да,Да,Да,Иногда,Нет,Да,Иногда,Иногда,Нет,Да,Иногда,Я готовлю более изысканно,Нет,До обеда,"Фрукты, овощи",Да,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Хорошо,2,В одиночестве во время завтрака,51-65,5,1,Начинаю есть больше,1,"Да, из-за нехватки времени"
М,2,9-10,1,4000-7000,Иногда,Нет,Да,Да,Нет,Иногда,Да,Да,Нет,Нет,Иногда,Да,Иногда,Да,Иногда,"Да, я ем в ресторанах",Нет,Днем,"Фрукты, овощи",Да,Нет,Никогда,Нечасто (около 1-го раза в месяц),Хорошо,2,В одиночестве во время завтрака,31-50,3,2,Начинаю есть больше,1,"Да, завтрак"
М,5,7-8,1,7000-10000,Да,Нет,Нет,Да,Нет,Иногда,Нет,Иногда,Нет,Да,Да,Да,Да,Да,Нет,Нет,Нет,Днем,Сладости,Да,Нет,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),Хорошо,2,В одиночестве во время завтрака,51-65,2,0,Никак не влияет,0,"Да, завтрак"
М,3,9-10,1,0-4000,Да,Иногда,Иногда,Нет,Нет,Иногда,Да,Нет,Нет,Нет,Да,Да,Да,Иногда,Нет,Нет,Да,Когда я просыпаюсь,У меня нет перекусов в течение дня,Да,Нет,Никогда,Нечасто (около 1-го раза в месяц),Я просыпаюсь несколько раз за ночь,3,Часто с кем-то,51-65,1,0,У меня нет стресса,0,Нет
Ж,2,9-10,0,0-4000,Иногда,Нет,Да,Нет,Нет,Нет,Да,Иногда,Да,Нет,Да,Да,Иногда,Да,Иногда,Нет,Нет,После обеда,Орехи,Нет,Нет,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),Я просыпаюсь несколько раз за ночь,4,В одиночестве во время обеда,31-50,1,0,У меня нет стресса,1,"Да, ужин"
М,3,9-10,0,0-4000,Иногда,Да,Нет,Иногда,Нет,Иногда,Да,Нет,Иногда,Нет,Иногда,Иногда,Да,Нет,Нет,"Да, я больше ем дома",Да,После обеда,У меня нет перекусов в течение дня,Да,Нет,Часто (больше 1 раза в неделю),Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",2,Часто в одиночестве,31-50,2,1,Никак не влияет,2,"Да, обед"
М,5,5-6,1,0-4000,Иногда,Иногда,Да,Нет,Да,Да,Да,Да,Да,Нет,Да,Да,Да,Иногда,Нет,"Да, я больше ем дома",Да,Перед ужином,Бутерброды/сэндвичи,Да,Нет,Часто (больше 1 раза в неделю),Никогда,Хорошо,9,В одиночестве во время обеда,31-50,4,2,Начинаю есть больше,2,"Да, из-за нехватки времени"
М,5,больше,0,10000-15000,Да,Иногда,Нет,Иногда,Иногда,Да,Иногда,Да,Нет,Да,Иногда,Иногда,Иногда,Иногда,Нет,"Да, я больше ем дома",Да,После ужина,"Фрукты, овощи",Да,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я с трудом засыпаю,7,Часто в одиночестве,51-65,1,0,У меня нет стресса,0,"Да, завтрак"
Ж,3,7-8,1,0-4000,Да,Нет,Иногда,Да,Нет,Нет,Нет,Нет,Нет,Да,Иногда,Да,Да,Да,Иногда,"Да, я ем в ресторанах",Да,До обеда,Орехи,Нет,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",9,Часто с кем-то,31-50,2,3,Начинаю есть больше,1,"Да, из-за нехватки времени"
М,4,7-8,0,10000-15000,Иногда,Да,Иногда,Нет,Да,Да,Да,Да,Иногда,Да,Да,Да,Нет,Иногда,Нет,"Да, я ем в ресторанах",Нет,Перед ужином,Орехи,Да,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",7,В одиночестве во время ужина,51-65,4,1,У меня нет стресса,3,"Да, завтрак"
М,3,5-6,0,7000-10000,Иногда,Иногда,Иногда,Иногда,Да,Иногда,Нет,Да,Да,Да,Да,Иногда,Нет,Иногда,Нет,Нет,Да,После обеда,Бутерброды/сэндвичи,Нет,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я с трудом засыпаю,9,В одиночестве во время завтрака,51-65,5,0,Начинаю есть больше,1,"Да, из-за нехватки времени"
М,2,5-6,1,4000-7000,Да,Нет,Иногда,Да,Да,Да,Нет,Иногда,Да,Да,Да,Да,Нет,Нет,Иногда,"Да, я больше ем дома",Да,Днем,"Фрукты, овощи",Нет,Нет,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",7,Часто с кем-то,51-65,2,3,У меня нет стресса,3,"Да, обед"
Ж,5,5-6,0,7000-10000,Да,Нет,Нет,Да,Да,Да,Да,Иногда,Иногда,Да,Да,Да,Да,Да,Нет,Я готовлю более изысканно,Да,До обеда,Бутерброды/сэндвичи,Нет,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",8,В одиночестве во время обеда,51-65,5,2,Начинаю есть больше,2,Нет
Ж,4,5-6,0,10000-15000,Да,Иногда,Иногда,Нет,Нет,Нет,Да,Да,Да,Нет,Да,Да,Иногда,Нет,Иногда,Нет,Да,До обеда,"Фрукты, овощи",Нет,Нет,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),Хорошо,8,В одиночестве во время ужина,51-65,2,2,Начинаю есть больше,0,"Да, завтрак"
Ж,2,9-10,3,15000+,Иногда,Нет,Нет,Нет,Иногда,Иногда,Нет,Нет,Да,Да,Да,Иногда,Нет,Нет,Иногда,Нет,Нет,До обеда,У меня нет перекусов в течение дня,Нет,Да,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",2,В одиночестве во время обеда,21-30,4,1,Никак не влияет,4,"Да, обед"
Ж,5,7-8,2,4000-7000,Нет,Да,Нет,Иногда,Нет,Иногда,Нет,Да,Нет,Нет,Нет,Нет,Нет,Иногда,Иногда,"Да, я ем в ресторанах",Да,Днем,Орехи,Нет,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я с трудом засыпаю,1,В одиночестве во время ужина,15-20,3,4,Начинаю есть меньше,3,Нет
М,3,5-6,3,15000+,Иногда,Да,Иногда,Иногда,Иногда,Иногда,Да,Нет,Да,Нет,Да,Иногда,Иногда,Иногда,Нет,"Да, я больше ем дома",Нет,Перед ужином,Сладости,Нет,Нет,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",3,В одиночестве во время завтрака,15-20,5,2,У меня нет стресса,0,"Да, обед"
М,4,7-8,3,0-4000,Иногда,Иногда,Нет,Нет,Да,Нет,Нет,Иногда,Иногда,Нет,Нет,Да,Да,Нет,Иногда,Нет,Да,Утром,Бутерброды/сэндвичи,Нет,Да,Никогда,Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",10,Часто в одиночестве,15-20,1,1,Никак не влияет,1,"Да, ужин"
М,3,5-6,4,10000-15000,Иногда,Иногда,Иногда,Иногда,Иногда,Нет,Иногда,Нет,Нет,Да,Иногда,Да,Да,Иногда,Иногда,Нет,Да,До обеда,Сладости,Нет,Нет,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",7,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,1,"Да, ужин"
Ж,4,больше,2,4000-7000,Да,Нет,Иногда,Нет,Иногда,Нет,Иногда,Иногда,Да,Нет,Да,Да,Иногда,Нет,Нет,Нет,Нет,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),"Я просыпаюсь намного раньше, чем хотелось бы",4,В одиночестве во время ужина,15-20,5,2,Начинаю есть меньше,4,"Да, из-за нехватки времени"
М,5,5-6,4,7000-10000,Нет,Иногда,Нет,Иногда,Иногда,Иногда,Иногда,Нет,Нет,Да,Да,Нет,Иногда,Да,Нет,"Да, я ем в ресторанах",Да,После обеда,У меня нет перекусов в течение дня,Да,Да,Никогда,Нечасто (около 1-го раза в месяц),Я просыпаюсь несколько раз за ночь,2,Часто в одиночестве,15-20,1,2,У меня нет стресса,2,"Да, ужин"
М,3,5-6,0,0-4000,Нет,Нет,Да,Нет,Иногда,Иногда,Иногда,Иногда,Иногда,Да,Да,Иногда,Да,Иногда,Нет,Нет,Нет,После ужина,"Фрукты, овощи",Да,Да,Часто (больше 1 раза в неделю),Никогда,Я просыпаюсь несколько раз за ночь,10,В одиночестве во время обеда,21-30,4,4,Никак не влияет,0,Нет
Ж,2,2-4,1,0-4000,Да,Да,Нет,Иногда,Да,Нет,Иногда,Да,Да,Нет,Нет,Да,Нет,Иногда,Иногда,Нет,Нет,Утром,Бутерброды/сэндвичи,Нет,Нет,Часто (больше 1 раза в неделю),Нечасто (около 1-го раза в месяц),Я просыпаюсь несколько раз за ночь,8,В одиночестве во время завтрака,15-20,4,3,Никак не влияет,4,"Да, ужин"
М,3,5-6,2,7000-10000,Иногда,Да,Да,Иногда,Да,Иногда,Да,Да,Иногда,Да,Иногда,Нет,Иногда,Иногда,Нет,Нет,Нет,После ужина,"Батончики, хлебцы",Да,Нет,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,4,В одиночестве во время завтрака,21-30,3,3,Никак не влияет,3,"Да, ужин"
М,3,больше,0,15000+,Нет,Да,Нет,Нет,Да,Да,Иногда,Нет,Нет,Да,Иногда,Да,Да,Да,Иногда,Нет,Да,Перед ужином,Орехи,Да,Да,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",4,В одиночестве во время обеда,15-20,1,2,Начинаю есть меньше,0,"Да, ужин"
М,3,5-6,2,0-4000,Да,Иногда,Нет,Нет,Иногда,Да,Нет,Да,Иногда,Да,Нет,Да,Да,Да,Иногда,"Да, я больше ем дома",Нет,После обеда,Орехи,Да,Нет,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),Я с трудом засыпаю,3,Часто в одиночестве,21-30,3,1,Начинаю есть меньше,4,"Да, ужин"
М,5,5-6,0,10000-15000,Иногда,Нет,Да,Иногда,Да,Нет,Да,Да,Иногда,Нет,Иногда,Да,Иногда,Иногда,Нет,Я готовлю более изысканно,Нет,До обеда,"Фрукты, овощи",Да,Да,Часто (больше 1 раза в неделю),Часто (больше 1 раза в неделю),Я с трудом засыпаю,8,В одиночестве во время ужина,15-20,1,2,У меня нет стресса,3,"Да, завтрак"
М,2,9-10,0,10000-15000,Иногда,Да,Да,Иногда,Иногда,Да,Нет,Да,Нет,Да,Да,Иногда,Да,Иногда,Нет,Нет,Нет,До обеда,"Фрукты, овощи",Нет,Нет,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Я с трудом засыпаю,10,В одиночестве во время ужина,15-20,3,2,Начинаю есть меньше,3,"Да, из-за нехватки времени"
М,4,2-4,2,15000+,Иногда,Иногда,Нет,Да,Нет,Да,Нет,Иногда,Нет,Да,Нет,Да,Иногда,Нет,Иногда,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Нет,Да,Никогда,Никогда,Хорошо,1,В одиночестве во время ужина,21-30,3,3,Начинаю есть меньше,1,"Да, завтрак"
М,3,больше,0,15000+,Да,Нет,Нет,Нет,Да,Иногда,Иногда,Нет,Нет,Нет,Нет,Иногда,Нет,Да,Нет,"Да, я ем в ресторанах",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Нет,Нечасто (около 1-го раза в месяц),Нечасто (около 1-го раза в месяц),Хорошо,9,В одиночестве во время обеда,15-20,3,1,Начинаю есть меньше,1,Нет
М,3,2-4,4,4000-7000,Нет,Иногда,Да,Нет,Да,Иногда,Да,Нет,Нет,Да,Да,Иногда,Да,Нет,Иногда,Нет,Да,Перед ужином,Сладости,Нет,Нет,Нечасто (около 1-го раза в месяц),Часто (больше 1 раза в неделю),Я просыпаюсь несколько раз за ночь,6,В одиночестве во время обеда,15-20,1,3,Начинаю есть меньше,4,Нет
М,2,9-10,0,10000-15000,Да,Иногда,Нет,Иногда,Нет,Нет,Иногда,Иногда,Нет,Да,Да,Иногда,Иногда,Да,Иногда,Я готовлю более изысканно,Нет,Перед ужином,"Фрукты, овощи",Да,Нет,Никогда,Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",7,В одиночестве во время завтрака,21-30,2,1,У меня нет стресса,3,"Да, обед"
М,4,больше,3,0-4000,Да,Да,Нет,Да,Нет,Да,Да,Нет,Нет,Да,Иногда,Нет,Иногда,Да,Нет,Нет,Да,Днем,У меня нет перекусов в течение дня,Да,Нет,Никогда,Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",6,Часто с кем-то,15-20,1,2,Начинаю есть больше,4,Нет
М,3,7-8,1,7000-10000,Иногда,Да,Нет,Нет,Иногда,Иногда,Да,Да,Нет,Нет,Да,Нет,Да,Иногда,Иногда,Нет,Нет,До обеда,Бутерброды/сэндвичи,Да,Да,Никогда,Часто (больше 1 раза в неделю),"Я просыпаюсь намного раньше, чем хотелось бы",6,Часто с кем-то,21-30,4,2,Начинаю есть больше,3,"Да, завтрак"
