SEX,How many times do you eat a day?,How many hours a day do you sleep?,How many times per week do you eat fastfood?,Average number of steps per day?,Cow's milk,Vegetable drinks (eg soy milk),Low-fat white yogurt,Fresh cheeses,Meat,Processed Meat (es prosciutto),Fish,Eggs,Legumes,Cooked vegetables,Raw vegetables,Fruits,Whole grains food,Nuts,Tofu,Do you eat differently at the weekend?,Do you play a sport (at least 5 hours/week)?,"When are you hungry during the day?","What kind of snacks do you prefer?",Do you ever eat distracted or not at the table?,Do you eat fast?,Do you happen to eat uncontrollably even if you're not hungry?,Do you wake up to eat at night?,"How do you sleep at night?",You like salty or sweet? (where 10 - "I love salt and hate sweet" and 1 - "I am the biggest fan of sweet"),"Do you eat alone or togheter?",Age,How many liters of water do you drink per day?,How many times do you consume alcoholic beverages in a week?,How stress affects on your eating habits?,How many sugary drinks do you consume per day?,"Do you ever miss meals?"
F,2,7-8,1,10000-15000,No,No,Yes,Yes,Sometimes,No,Sometimes,Sometimes,Sometimes,No,Sometimes,Yes,No,Yes,Sometimes,Yes I eat at restaurants,Yes,"After Dinner","Yes for craving",No,Yes,Often (>1/week),Never,"Good",5,"Alone at lunch",15-20,4,0,I'm starting to eat less,2,"Yes breakfast"
F,2,2-4,1,15000+,Yes,Sometimes,No,Yes,Sometimes,No,Sometimes,Sometimes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,I cook more elaborate,No,"After Dinner","Yes for craving",Yes,Yes,Often (>1/week),Never,"I struggle to fall asleep",6,"Alone at lunch",15-20,4,0,I'm starting to eat more,2,"Yes lunch"
M,2,7-8,1,4000-7000,Yes,No,Sometimes,No,Sometimes,Sometimes,No,No,Sometimes,Yes,Sometimes,Sometimes,No,Yes,Sometimes,Yes I eat at restaurants,No,"When I wake Up","Yes for craving",Yes,No,Infrequent (1/month),Often (>1/week),"Good",3,"Often Together",21-30,4,1,I'm starting to eat less,1,"I have no time"
M,2,5-6,1,10000-15000,Yes,No,Yes,No,Sometimes,Yes,No,No,Yes,Yes,Yes,Sometimes,No,Yes,Sometimes,Yes I eat at restaurants,No,"When I wake Up","Yes for craving",Yes,No,Infrequent (1/month),Often (>1/week),"Good",5,"Often Alone",21-30,4,1,Doesn't have any effect,1,"Yes breakfast"
M,2,7-8,1,15000+,Yes,Yes,Yes,No,Sometimes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,I cook more elaborate,No,"When I wake Up","Yes for craving",No,No,Infrequent (1/month),Often (>1/week),"I struggle to fall asleep",6,"Often Together",21-30,4,1,I'm starting to eat less,1,"Yes lunch"
M,2,2-4,1,4000-7000,No,Yes,Yes,Sometimes,Sometimes,No,Sometimes,Sometimes,Yes,No,Yes,Sometimes,No,Yes,Don't know,Yes I eat at restaurants,Yes,"During the morning","Yes for craving",No,Yes,Often (>1/week),Infrequent (1/month),"I struggle to fall asleep",3,"Alone at lunch",31-50,4,0,Doesn't have any effect,2,"I have no time"
M,2,5-6,1,10000-15000,Yes,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,Sometimes,Sometimes,Yes,Yes,Don't know,Yes I eat at restaurants,Yes,"During the morning","Yes for craving",No,Yes,Often (>1/week),Infrequent (1/month),"Good",5,"Often Together",31-50,4,0,Doesn't have any effect,2,"Yes breakfast"
M,2,5-6,1,15000+,No,No,No,Sometimes,Sometimes,Yes,Sometimes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,I cook more elaborate,No,"During the morning","Yes for craving",No,Yes,Often (>1/week),Infrequent (1/month),"Good",6,"Often Together",31-50,4,0,Doesn't have any effect,2,"Yes lunch"
F,3,2-4,2,0-4000,No,Yes,No,No,No,No,Sometimes,No,No,No,Yes,Yes,Yes,No,No,I cook more elaborate,Yes,"When I wake Up","Sweets",Yes,No,Infrequent (1/month),Never,"Good",2,"Alone at lunch",15-20,4,1,I'm starting to eat less,1,"I have no time"
F,3,7-8,2,4000-7000,Yes,No,Yes,No,No,No,Sometimes,No,Yes,Yes,Yes,Sometimes,No,No,Sometimes,No,Yes,"When I wake Up","Sweets",Yes,No,Infrequent (1/month),Never,"Good",3,"Alone at breakfast",15-20,4,1,I'm starting to eat less,1,"No"
F,3,5-6,2,7000-10000,Yes,No,Yes,No,No,Sometimes,Sometimes,No,Sometimes,No,Yes,Sometimes,Yes,No,Don't know,I cook more elaborate,Yes,"When I wake Up","Sweets",Yes,No,Infrequent (1/month),Never,"I struggle to fall asleep",4,"Often Alone",15-20,4,1,I'm starting to eat less,1,"Yes breakfast"
F,3,7-8,2,10000-15000,Yes,No,No,No,No,Yes,Sometimes,No,No,Yes,Sometimes,Sometimes,No,No,Don't know,No,Yes,"When I wake Up","Sweets",No,No,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Alone at breakfast",15-20,4,1,Doesn't have any effect,1,"Yes lunch"
M,3,7-8,2,0-4000,No,Sometimes,No,Sometimes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Sometimes,I cook more elaborate,Yes,"During the morning","Sweets",Yes,Yes,Often (>1/week),Often (>1/week),"I struggle to fall asleep",2,"Alone at lunch",21-30,4,0,I'm starting to eat more,0,"I have no time"
M,3,2-4,2,4000-7000,No,Sometimes,No,Sometimes,No,Yes,No,Yes,No,No,Yes,Sometimes,No,No,Sometimes,No,Yes,"During the morning","Sweets",No,Yes,Often (>1/week),Often (>1/week),"Good",3,"Often Alone",21-30,4,0,I'm starting to eat more,0,"No"
M,3,2-4,2,7000-10000,Yes,Sometimes,Sometimes,Sometimes,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I cook more elaborate,No,"During the morning","Sweets",Yes,Yes,Often (>1/week),Often (>1/week),"Good",4,"Alone at lunch",21-30,4,0,Doesn't have any effect,0,"Yes breakfast"
M,3,7-8,2,10000-15000,Yes,No,Sometimes,Sometimes,No,Yes,No,Yes,Yes,No,Sometimes,Yes,Yes,No,Sometimes,No,Yes,"During the morning","Sweets",Yes,Yes,Often (>1/week),Often (>1/week),"Good",5,"Alone at lunch",21-30,4,0,I'm starting to eat more,0,"Yes lunch"
M,3,5-6,2,0-4000,Yes,Sometimes,Sometimes,Yes,No,Sometimes,Sometimes,No,Sometimes,Yes,Sometimes,Sometimes,No,No,No,I cook more elaborate,No,"In the afternoon","Sweets",No,No,Infrequent (1/month),Infrequent (1/month),"Good",2,"Alone at lunch",31-50,4,1,I'm starting to eat more,1,"I have no time"
M,3,7-8,2,4000-7000,No,Yes,Yes,Yes,No,Yes,Sometimes,No,No,No,Yes,Yes,No,No,Sometimes,No,No,"In the afternoon","Sweets",No,No,Infrequent (1/month),Infrequent (1/month),"I struggle to fall asleep",3,"Often Together",31-50,4,1,I'm starting to eat more,1,"No"
M,3,5-6,2,7000-10000,No,No,Sometimes,Yes,No,Yes,Sometimes,No,Sometimes,No,Sometimes,Yes,Yes,No,Don't know,I cook more elaborate,No,"In the afternoon","Sweets",No,No,Infrequent (1/month),Infrequent (1/month),"Good",4,"Often Together",31-50,4,1,Doesn't have any effect,1,"Yes breakfast"
M,3,2-4,2,10000-15000,Yes,No,Sometimes,Yes,No,No,Sometimes,No,Yes,No,Sometimes,Sometimes,Yes,No,No,No,Yes,"In the afternoon","Sweets",Yes,No,Infrequent (1/month),Infrequent (1/month),"Good",5,"Alone at breakfast",31-50,4,1,I'm starting to eat more,1,"Yes lunch"
F,4,5-6,0,4000-7000,No,Yes,Sometimes,Sometimes,Sometimes,No,Sometimes,Sometimes,Yes,No,Sometimes,Sometimes,No,Sometimes,No,Yes I eat more at home,No,"During the morning","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"I struggle to fall asleep",3,"Alone at lunch",15-20,4,0,I'm starting to eat more,2,"I have no time"
F,4,5-6,0,7000-10000,Yes,Sometimes,Sometimes,Sometimes,Sometimes,No,Sometimes,Sometimes,Sometimes,Yes,Yes,Sometimes,No,Sometimes,No,Yes I eat at restaurants,No,"During the morning","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"Good",4,"Often Alone",15-20,4,0,Doesn't have any effect,2,"No"
F,4,7-8,0,10000-15000,Yes,Sometimes,No,Sometimes,Sometimes,Yes,Sometimes,Sometimes,Sometimes,Yes,Sometimes,Yes,Yes,Sometimes,Don't know,Yes I eat more at home,Yes,"During the morning","Fruits,vegetables",No,Yes,Often (>1/week),Never,"Good",5,"Often Together",15-20,4,0,I'm starting to eat less,2,"Yes breakfast"
F,4,7-8,0,15000+,Yes,Sometimes,No,Sometimes,Sometimes,Yes,Sometimes,Sometimes,Sometimes,Yes,Sometimes,Yes,No,Sometimes,Don't know,Yes I eat at restaurants,Yes,"During the morning","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"I struggle to fall asleep",6,"Often Together",15-20,4,0,I'm starting to eat less,2,"Yes lunch"
M,4,5-6,0,4000-7000,Yes,No,Sometimes,Yes,Sometimes,Sometimes,No,No,Yes,No,Sometimes,Sometimes,No,Sometimes,No,Yes I eat more at home,No,"In the afternoon","Fruits,vegetables",No,No,Infrequent (1/month),Often (>1/week),"I struggle to fall asleep",3,"Alone at breakfast",21-30,4,1,I'm starting to eat less,1,"I have no time"
M,4,5-6,0,7000-10000,No,Sometimes,No,Yes,Sometimes,Sometimes,No,No,Sometimes,No,Sometimes,Yes,Yes,Sometimes,Don't know,Yes I eat at restaurants,Yes,"In the afternoon","Fruits,vegetables",Yes,No,Infrequent (1/month),Often (>1/week),"Good",4,"Alone at breakfast",21-30,4,1,Doesn't have any effect,1,"No"
M,4,2-4,0,10000-15000,Yes,Yes,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,Sometimes,Yes,Sometimes,No,Yes I eat more at home,Yes,"In the afternoon","Fruits,vegetables",Yes,No,Infrequent (1/month),Often (>1/week),"Good",5,"Often Alone",21-30,4,1,I'm starting to eat more,1,"Yes breakfast"
M,4,5-6,0,15000+,No,Yes,No,Yes,Sometimes,Sometimes,No,No,No,No,Sometimes,Yes,No,Sometimes,Sometimes,Yes I eat at restaurants,No,"In the afternoon","Fruits,vegetables",Yes,No,Infrequent (1/month),Often (>1/week),"I struggle to fall asleep",6,"Often Alone",21-30,4,1,Doesn't have any effect,1,"Yes lunch"
M,4,7-8,0,4000-7000,Yes,Sometimes,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,Don't know,Yes I eat more at home,No,"Before lunch","Fruits,vegetables",Yes,Yes,Often (>1/week),Infrequent (1/month),"I struggle to fall asleep",3,"Often Alone",31-50,4,0,I'm starting to eat more,2,"I have no time"
M,4,7-8,0,7000-10000,No,No,No,No,Sometimes,Yes,Sometimes,Sometimes,No,No,Sometimes,Yes,No,Sometimes,Sometimes,Yes I eat at restaurants,Yes,"Before lunch","Fruits,vegetables",Yes,Yes,Often (>1/week),Infrequent (1/month),"I struggle to fall asleep",4,"Alone at breakfast",31-50,4,0,I'm starting to eat less,2,"No"
M,4,5-6,0,10000-15000,Yes,Yes,No,No,Sometimes,No,Sometimes,Sometimes,Yes,Yes,Sometimes,Yes,No,Sometimes,Sometimes,Yes I eat more at home,No,"Before lunch","Fruits,vegetables",Yes,Yes,Often (>1/week),Infrequent (1/month),"I struggle to fall asleep",5,"Often Alone",31-50,4,0,I'm starting to eat less,2,"Yes breakfast"
M,4,2-4,0,15000+,Yes,Sometimes,No,No,Sometimes,No,Sometimes,Sometimes,No,No,Sometimes,Yes,No,Sometimes,Don't know,Yes I eat at restaurants,No,"Before lunch","Fruits,vegetables",Yes,Yes,Often (>1/week),Infrequent (1/month),"Good",6,"Often Together",31-50,4,0,I'm starting to eat more,2,"Yes lunch"
F,3,2-4,1,4000-7000,No,Sometimes,Yes,Sometimes,Sometimes,Sometimes,No,No,Yes,No,Sometimes,Sometimes,Sometimes,Sometimes,Yes,Yes I eat more at home,Yes,"When I wake Up","Sandwiches",No,No,Never,Often (>1/week),"I wake up a lot sooner than I would like",6,"Often Together",15-20,1,0,Doesn't have any effect,3,"Yes breakfast"
F,5,More,0,15000+,No,Sometimes,Sometimes,Yes,Yes,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,I cook more elaborate,Yes,"After Dinner","Yes for craving",No,No,Never,Infrequent (1/month),"Good",7,"Often Alone",15-20,3,0,Doesn't have any effect,1,"I have no time"
M,4,More,1,15000+,No,Sometimes,No,Sometimes,No,No,No,No,Yes,No,Sometimes,Sometimes,No,Yes,No,Yes I eat more at home,No,"In the afternoon","Yes for craving",No,Yes,Never,Often (>1/week),"Good",1,"Alone at breakfast",31-50,3,1,I'm starting to eat less,3,"No"
M,3,7-8,2,4000-7000,Yes,Sometimes,Sometimes,No,Sometimes,Yes,Sometimes,Sometimes,No,No,Sometimes,Yes,No,Sometimes,Sometimes,No,Yes,"Before Dinner","Fruits,vegetables",Yes,Yes,Infrequent (1/month),Never,"Good",10,"Alone at breakfast",31-50,2,1,I'm starting to eat less,1,"No"
M,3,5-6,0,4000-7000,No,Sometimes,No,Yes,No,Yes,No,Sometimes,Yes,Yes,Sometimes,Yes,No,No,Sometimes,I cook more elaborate,No,"In the afternoon","Bars,breads",Yes,No,Often (>1/week),Infrequent (1/month),"I wake up a lot sooner than I would like",4,"Often Alone",21-30,1,1,I'm starting to eat more,3,"Yes lunch"
M,5,5-6,1,0-4000,Yes,Sometimes,Yes,No,No,Sometimes,Sometimes,Sometimes,Yes,Yes,Yes,Sometimes,Yes,Yes,Sometimes,No,Yes,"Before Dinner","Sandwiches",Yes,No,Never,Never,"Good",10,"Alone at breakfast",31-50,1,0,Doesn't have any effect,1,"Yes lunch"
M,4,More,0,7000-10000,Sometimes,Yes,No,Sometimes,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes I eat at restaurants,No,"After Dinner","Bars,breads",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",1,"Alone at breakfast",21-30,4,1,I'm starting to eat less,3,"I have no time"
F,4,5-6,0,15000+,Sometimes,Sometimes,Yes,Sometimes,Sometimes,No,Sometimes,Yes,Sometimes,No,Sometimes,Yes,Yes,No,Yes,No,No,"In the afternoon","Bars,breads",Yes,No,Infrequent (1/month),Often (>1/week),"I struggle to fall asleep",7,"Often Together",31-50,2,1,Doesn't have any effect,0,"Yes breakfast"
F,4,9-10,0,15000+,No,No,No,Yes,Yes,No,Sometimes,No,Yes,Yes,Yes,Sometimes,No,Sometimes,Sometimes,No,Yes,"When I wake Up","Bars,breads",Yes,Yes,Infrequent (1/month),Infrequent (1/month),"I wake up a lot sooner than I would like",10,"Often Alone",15-20,2,0,I'm starting to eat more,0,"Yes lunch"
F,2,5-6,1,0-4000,Yes,Yes,Sometimes,Sometimes,No,No,Sometimes,Sometimes,No,Yes,Sometimes,Sometimes,Yes,No,Yes,No,No,"During the morning","Yes for craving",No,Yes,Infrequent (1/month),Infrequent (1/month),"Good",7,"Alone at breakfast",21-30,1,2,Doesn't have any effect,3,"I have no time"
F,5,2-4,1,7000-10000,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Sometimes,Yes,No,Yes,No,No,Yes,"Before lunch","Yes for craving",No,Yes,Never,Infrequent (1/month),"I wake up several times during the night",1,"Alone at lunch",31-50,5,2,I have no stress,3,"No"
M,2,2-4,1,7000-10000,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Sometimes,Yes,Sometimes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"Before Dinner","Sweets",No,Yes,Infrequent (1/month),Infrequent (1/month),"I wake up a lot sooner than I would like",1,"Alone at breakfast",21-30,5,2,I'm starting to eat more,3,"Yes lunch"
F,5,5-6,1,7000-10000,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes I eat more at home,No,"In the afternoon","Sweets",Yes,Yes,Infrequent (1/month),Never,"Good",7,"Alone at lunch",31-50,2,0,Doesn't have any effect,0,"Yes dinner"
M,3,7-8,1,7000-10000,Sometimes,No,No,Yes,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,Sometimes,Yes,Sometimes,Yes I eat more at home,Yes,"When I wake Up","Sandwiches",No,No,Never,Infrequent (1/month),"I wake up a lot sooner than I would like",7,"Alone at dinner",31-50,3,0,Doesn't have any effect,0,"Yes dinner"
M,5,9-10,0,0-4000,No,Sometimes,No,No,No,No,No,Sometimes,Yes,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Yes I eat more at home,Yes,"After Dinner","Bars,breads",No,Yes,Often (>1/week),Often (>1/week),"I struggle to fall asleep",3,"Alone at breakfast",21-30,2,2,I have no stress,2,"I have no time"
F,4,2-4,1,4000-7000,Yes,Yes,No,Yes,No,No,Yes,Sometimes,Sometimes,Yes,Sometimes,Sometimes,Yes,Yes,No,Yes I eat more at home,Yes,"During the morning","Yes for craving",Yes,No,Never,Often (>1/week),"I wake up a lot sooner than I would like",6,"Alone at lunch",21-30,1,2,I'm starting to eat less,3,"Yes lunch"
M,2,2-4,0,10000-15000,Yes,Sometimes,No,Yes,Yes,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,No,I cook more elaborate,Yes,"After Dinner","Fruits,vegetables",Yes,Yes,Infrequent (1/month),Infrequent (1/month),"I struggle to fall asleep",10,"Often Alone",21-30,1,1,I'm starting to eat more,1,"Yes lunch"
M,3,7-8,1,15000+,Yes,Yes,Yes,Sometimes,Sometimes,Yes,Yes,Yes,Yes,No,Sometimes,Sometimes,No,Yes,Sometimes,No,No,"Before Dinner","Nuts",No,Yes,Infrequent (1/month),Often (>1/week),"I wake up a lot sooner than I would like",6,"Alone at lunch",21-30,2,2,Doesn't have any effect,1,"Yes lunch"
F,4,2-4,2,15000+,No,Sometimes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes I eat at restaurants,Yes,"When I wake Up","Nuts",Yes,No,Never,Often (>1/week),"I wake up a lot sooner than I would like",8,"Often Together",15-20,5,1,I'm starting to eat more,0,"Yes breakfast"
M,5,More,0,4000-7000,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Sometimes,No,Yes,Sometimes,Yes,No,Sometimes,Yes,Yes I eat at restaurants,No,"When I wake Up","Nuts",No,No,Often (>1/week),Infrequent (1/month),"I wake up a lot sooner than I would like",6,"Alone at breakfast",15-20,2,2,I have no stress,3,"I have no time"
F,3,5-6,2,4000-7000,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,No,No,Yes,Sometimes,Yes,No,Yes,Sometimes,Yes I eat at restaurants,No,"When I wake Up","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",4,"Alone at breakfast",15-20,4,0,I'm starting to eat more,3,"I have no time"
F,5,5-6,1,7000-10000,Sometimes,Yes,No,Yes,Sometimes,Yes,Yes,No,Yes,No,Sometimes,Yes,No,Sometimes,No,No,No,"Before lunch","Bars,breads",Yes,Yes,Never,Never,"Good",2,"Alone at lunch",21-30,2,1,I have no stress,1,"Yes lunch"
F,2,9-10,2,7000-10000,Sometimes,Sometimes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Sometimes,Sometimes,Yes I eat at restaurants,Yes,"Before lunch","Nuts",Yes,Yes,Infrequent (1/month),Never,"I wake up several times during the night",5,"Alone at breakfast",21-30,1,0,Doesn't have any effect,0,"I have no time"
F,5,More,2,0-4000,Sometimes,Sometimes,Yes,No,Yes,No,Yes,No,No,No,Sometimes,Yes,Yes,Yes,Sometimes,Yes I eat more at home,Yes,"When I wake Up","Sandwiches",No,Yes,Never,Often (>1/week),"I wake up several times during the night",10,"Alone at lunch",21-30,3,2,Doesn't have any effect,0,"No"
M,5,5-6,1,0-4000,Sometimes,Sometimes,No,No,Sometimes,Sometimes,No,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Sometimes,I cook more elaborate,Yes,"After Dinner","Yes for craving",Yes,No,Never,Never,"I wake up several times during the night",3,"Alone at lunch",15-20,4,0,I have no stress,1,"I have no time"
M,5,More,0,0-4000,Sometimes,Yes,No,Yes,Yes,No,No,Yes,Sometimes,No,Sometimes,Yes,Sometimes,Sometimes,No,I cook more elaborate,Yes,"During the morning","Bars,breads",Yes,Yes,Never,Never,"I wake up a lot sooner than I would like",1,"Alone at breakfast",15-20,3,1,Doesn't have any effect,0,"I have no time"
M,3,More,2,10000-15000,No,Yes,Yes,Sometimes,Sometimes,No,Yes,Yes,No,Yes,Sometimes,Sometimes,Yes,Sometimes,Yes,No,Yes,"After Dinner","Bars,breads",Yes,Yes,Infrequent (1/month),Infrequent (1/month),"I wake up several times during the night",1,"Alone at lunch",31-50,3,0,I'm starting to eat more,3,"Yes dinner"
F,3,2-4,1,0-4000,No,No,No,No,Yes,No,No,Yes,Sometimes,Yes,Sometimes,Sometimes,Yes,Yes,Sometimes,I cook more elaborate,Yes,"Before lunch","Bars,breads",No,No,Never,Never,"I struggle to fall asleep",1,"Alone at breakfast",15-20,3,0,I'm starting to eat less,2,"Yes breakfast"
F,2,2-4,1,0-4000,No,Sometimes,Yes,No,No,Yes,Sometimes,Yes,Sometimes,Yes,Sometimes,Yes,No,No,Sometimes,I cook more elaborate,Yes,"In the afternoon","Sweets",Yes,Yes,Often (>1/week),Often (>1/week),"I struggle to fall asleep",3,"Alone at breakfast",15-20,5,1,I'm starting to eat less,1,"Yes dinner"
F,3,2-4,0,7000-10000,No,No,Sometimes,No,Yes,No,No,No,Sometimes,No,Yes,Sometimes,No,No,Sometimes,I cook more elaborate,Yes,"During the morning","Yes for craving",Yes,Yes,Infrequent (1/month),Often (>1/week),"Good",10,"Often Alone",15-20,5,1,Doesn't have any effect,1,"I have no time"
M,4,9-10,1,10000-15000,No,No,Sometimes,Sometimes,Yes,No,Yes,Yes,Sometimes,No,Sometimes,Sometimes,No,No,Yes,I cook more elaborate,Yes,"Before Dinner","Fruits,vegetables",Yes,No,Often (>1/week),Infrequent (1/month),"I struggle to fall asleep",1,"Alone at lunch",21-30,5,2,I have no stress,2,"No"
F,2,5-6,0,0-4000,No,Yes,Yes,No,Yes,Sometimes,Yes,No,Yes,No,Yes,Yes,Yes,Sometimes,Sometimes,Yes I eat at restaurants,No,"In the afternoon","Sandwiches",Yes,Yes,Infrequent (1/month),Infrequent (1/month),"Good",3,"Often Alone",15-20,3,1,I'm starting to eat more,2,"Yes breakfast"
F,3,2-4,0,0-4000,Sometimes,Yes,Sometimes,Sometimes,Sometimes,No,No,No,Sometimes,No,Yes,Sometimes,No,No,No,No,No,"After lunch","Bars,breads",Yes,No,Infrequent (1/month),Infrequent (1/month),"I wake up a lot sooner than I would like",4,"Alone at dinner",15-20,4,2,Doesn't have any effect,0,"Yes dinner"
M,3,7-8,1,10000-15000,Yes,Yes,Sometimes,Yes,No,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,No,No,Sometimes,I cook more elaborate,Yes,"After lunch","Sweets",Yes,Yes,Often (>1/week),Never,"I struggle to fall asleep",4,"Often Together",15-20,5,2,I have no stress,0,"Yes breakfast"
M,3,9-10,0,0-4000,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Sometimes,Yes,Yes,Yes,Yes,No,Yes,"In the afternoon","Sweets",No,No,Often (>1/week),Often (>1/week),"Good",4,"Often Alone",21-30,3,0,I have no stress,1,"Yes breakfast"
F,4,5-6,1,0-4000,Sometimes,Sometimes,Yes,No,Sometimes,Yes,No,No,Sometimes,No,Yes,Yes,No,No,Yes,Yes I eat at restaurants,No,"When I wake Up","Yes for craving",No,No,Often (>1/week),Never,"Good",9,"Often Together",21-30,1,1,I'm starting to eat less,0,"No"
F,4,More,0,0-4000,No,No,Sometimes,Sometimes,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,Yes,Yes,No,Yes I eat at restaurants,No,"Before Dinner","Yes for craving",Yes,No,Infrequent (1/month),Infrequent (1/month),"I wake up several times during the night",4,"Alone at breakfast",31-50,1,0,I have no stress,2,"Yes dinner"
F,2,9-10,0,10000-15000,Sometimes,Yes,Yes,Sometimes,Sometimes,No,No,Yes,Yes,No,Yes,Sometimes,No,Sometimes,Sometimes,Yes I eat more at home,No,"After Dinner","Nuts",No,Yes,Infrequent (1/month),Often (>1/week),"Good",1,"Often Together",21-30,1,2,I'm starting to eat less,3,"Yes breakfast"
F,3,5-6,0,0-4000,No,Yes,Yes,Yes,Sometimes,No,No,Yes,Sometimes,No,Sometimes,Yes,No,Sometimes,Yes,No,No,"During the morning","Sandwiches",No,Yes,Never,Often (>1/week),"I struggle to fall asleep",2,"Alone at breakfast",21-30,3,0,I'm starting to eat less,0,"Yes lunch"
M,2,7-8,0,10000-15000,Sometimes,Sometimes,Yes,Sometimes,No,Sometimes,No,Yes,No,Yes,Sometimes,Sometimes,No,Yes,Yes,Yes I eat more at home,Yes,"During the morning","Fruits,vegetables",No,No,Never,Often (>1/week),"Good",5,"Often Together",15-20,2,0,I have no stress,2,"Yes lunch"
F,5,More,0,4000-7000,Yes,Yes,No,Sometimes,Yes,No,Yes,No,Yes,No,Yes,Sometimes,Sometimes,Yes,Sometimes,Yes I eat more at home,Yes,"During the morning","Sandwiches",Yes,Yes,Infrequent (1/month),Often (>1/week),"I wake up several times during the night",3,"Alone at dinner",31-50,4,2,I'm starting to eat more,2,"Yes dinner"
F,3,9-10,1,4000-7000,Yes,Sometimes,Yes,No,Sometimes,Sometimes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"After Dinner","Sandwiches",No,Yes,Often (>1/week),Infrequent (1/month),"I wake up a lot sooner than I would like",8,"Often Together",21-30,5,0,Doesn't have any effect,0,"Yes breakfast"
M,4,9-10,2,4000-7000,No,No,Yes,Sometimes,No,No,Yes,No,No,Yes,Yes,Sometimes,No,Yes,Sometimes,I cook more elaborate,No,"After lunch","Sweets",No,Yes,Often (>1/week),Never,"I wake up several times during the night",2,"Alone at lunch",21-30,5,0,I'm starting to eat more,3,"Yes lunch"
F,4,7-8,1,15000+,Yes,No,Yes,Yes,No,Yes,No,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes I eat at restaurants,Yes,"When I wake Up","Yes for craving",No,Yes,Often (>1/week),Never,"I wake up several times during the night",3,"Alone at dinner",31-50,5,0,I'm starting to eat less,3,"Yes breakfast"
F,3,7-8,2,4000-7000,Sometimes,Sometimes,Yes,Sometimes,Yes,Sometimes,Sometimes,No,Yes,No,Yes,Yes,Yes,Sometimes,Sometimes,Yes I eat more at home,Yes,"In the afternoon","Sandwiches",No,Yes,Never,Infrequent (1/month),"I wake up several times during the night",1,"Alone at dinner",21-30,1,0,I'm starting to eat less,0,"Yes breakfast"
F,4,5-6,2,7000-10000,No,Yes,Sometimes,Yes,Yes,No,Sometimes,Sometimes,Yes,Yes,Sometimes,Yes,Sometimes,Sometimes,No,Yes I eat at restaurants,No,"In the afternoon","Nuts",Yes,No,Never,Never,"I wake up a lot sooner than I would like",2,"Alone at dinner",21-30,1,0,I'm starting to eat more,3,"Yes dinner"
M,2,5-6,1,4000-7000,Yes,No,No,Yes,No,Sometimes,No,No,Sometimes,No,Yes,Sometimes,Yes,Yes,Yes,Yes I eat at restaurants,Yes,"During the morning","Yes for craving",Yes,Yes,Infrequent (1/month),Infrequent (1/month),"Good",10,"Often Alone",21-30,5,1,I'm starting to eat more,2,"Yes breakfast"
F,4,5-6,1,0-4000,Sometimes,No,Sometimes,Sometimes,No,No,Sometimes,Sometimes,Sometimes,Yes,Yes,Yes,Yes,No,No,Yes I eat at restaurants,No,"When I wake Up","Yes for craving",Yes,No,Infrequent (1/month),Never,"I wake up several times during the night",5,"Often Together",21-30,4,0,I'm starting to eat less,2,"I have no time"
